Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	Vu [m3]	Vb [m3]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_u[kg]	m_v[kg]	 cv_u[J/kg]	 cp_u [J/kg]	 kappa_u [-]	 U_u [J]	 cv_b[J/kg]	 cp_b [J/kg]	 kappa_b [-]	 U_b [J]	Zu_O2 [kg]	Zu_CO2 [kg]	Zu_H2O [kg]	Zu_N2 [kg]	Zu_H [kg]	Zu_O [kg]	Zu_N [kg]	Zu_H2 [kg]	Zu_OH [kg]	Zu_CO [kg]	Zu_NO [kg]	Zu_Diesel [kg]	Zb_O2 [kg]	Zb_CO2 [kg]	Zb_H2O [kg]	Zb_N2 [kg]	Zb_H [kg]	Zb_O [kg]	Zb_N [kg]	Zb_H2 [kg]	Zb_OH [kg]	Zb_CO [kg]	Zb_NO [kg]	Zb_Diesel [kg]	
-46	0.004880462	1.29E-04	1	7.77E-52	691.7864608	1	691.7864608	1793.628872	9.7564	9.756010115	1554.960127	0.17247554	3.680437168	0	0	0	993.3645441	0.110183588	1.970803623	0	0.004015775	916.4949278	31.28724496	31.28724496	0	269.4285631	9.790330178	0.058906907	993.363348	0.016863274	6.30E-04	6.30E-04	1.00E-55	814.9436176	1102.978529	1.353441521	-286.3536569	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-45.5	0.004935922	1.27E-04	1	7.89E-52	695.4234989	1	695.4234989	1796.658841	9.9511	9.950702178	1751.730308	0.194301207	3.777587772	0	0	0	1017.588729	0.112870525	2.027238885	0	0.004121777	916.4949278	31.28724496	31.28724496	0	272.9290521	9.987257456	0.060664895	1017.587486	0.01677391	6.30E-04	6.30E-04	1.00E-55	815.8994262	1103.934338	1.353027472	-284.4852451	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-45	0.004991382	1.25E-04	1	8.00E-52	699.0948457	1	699.0948457	1799.719381	10.151	10.15059355	1714.730081	0.190197157	3.87268635	0	0	0	1042.374091	0.115619707	2.085048738	0	0.00422554	916.4949278	31.28724496	31.28724496	0	276.4964939	10.1896518	0.062472958	1042.372802	0.016685184	6.30E-04	6.30E-04	1.00E-55	816.8640284	1104.89894	1.352610596	-282.5969874	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-44.5	0.005046841	1.23E-04	1	8.12E-52	702.7155572	1	702.7155572	1802.73981	10.355	10.35458339	888.0310076	0.098500035	3.921936368	0	0	0	1067.232415	0.118376982	2.144237229	0	0.004279278	916.4949278	31.28724496	31.28724496	0	280.104012	10.39768324	0.064302234	1067.231087	0.016597108	6.30E-04	6.30E-04	1.00E-55	817.815008	1105.84992	1.35220057	-280.7325878	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-44	0.005102301	1.21E-04	1	8.24E-52	706.4732679	1	706.4732679	1805.876375	10.566	10.56557678	1801.144888	0.199782252	4.021827494	0	0	0	1093.279724	0.121266139	2.204870299	0	0.00438827	916.4949278	31.28724496	31.28724496	0	283.8139692	10.61152691	0.066220403	1093.278336	0.01650969	6.30E-04	6.30E-04	1.00E-55	818.8015314	1106.836443	1.351776225	-278.7953504	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-43.5	0.005157761	1.20E-04	1	8.37E-52	710.2207917	1	710.2207917	1809.006575	10.782	10.78156686	1343.678459	0.149040264	4.096347626	0	0	0	1119.661699	0.124192417	2.266966507	0	0.00446958	916.4949278	31.28724496	31.28724496	0	287.5790536	10.83136315	0.068176594	1119.660264	0.016422942	6.30E-04	6.30E-04	1.00E-55	819.7848305	1107.819742	1.351354284	-276.8610392	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-43	0.005213221	1.18E-04	1	8.49E-52	714.0146589	1	714.0146589	1812.177546	11.004	11.00355808	1410.504278	0.156452556	4.174573904	0	0	0	1146.72879	0.127194687	2.330563851	0	0.004554934	916.4949278	31.28724496	31.28724496	0	291.4191719	11.05737754	0.070192579	1146.727301	0.016336874	6.30E-04	6.30E-04	1.00E-55	820.7796238	1108.814536	1.350928439	-274.9004436	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-42.5	0.005268681	1.16E-04	1	8.62E-52	717.9074888	1	717.9074888	1815.433276	11.233	11.23254998	1965.462575	0.218008303	4.283578055	0	0	0	1174.825874	0.130311204	2.395719453	0	0.00467387	916.4949278	31.28724496	31.28724496	0	295.3545313	11.28976102	0.072290233	1174.824322	0.016251494	6.30E-04	6.30E-04	1.00E-55	821.7995594	1109.834471	1.350492901	-272.8862355	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-42	0.00532414	1.14E-04	1	8.75E-52	721.8853927	1	721.8853927	1818.762317	11.469	11.46854099	2388.660763	0.264949272	4.416052692	0	0	0	1203.896623	0.13353572	2.462487313	0	0.004818415	916.4949278	31.28724496	31.28724496	0	299.3826136	11.52870992	0.074467052	1203.895008	0.016166814	6.30E-04	6.30E-04	1.00E-55	822.8408249	1110.875737	1.350049369	-270.825426	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-41.5	0.0053796	1.12E-04	1	8.89E-52	725.8729716	1	725.8729716	1822.101773	11.711	11.71053012	2105.912324	0.233586931	4.532846157	0	0	0	1233.486692	0.136817838	2.530896232	0	0.00494585	916.4949278	31.28724496	31.28724496	0	303.4773786	11.774426	0.076695705	1233.485019	0.016082843	6.30E-04	6.30E-04	1.00E-55	823.8835322	1111.918444	1.349606347	-268.7569865	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-41	0.00543506	1.11E-04	1	9.03E-52	729.8602753	1	729.8602753	1825.443325	11.959	11.95851909	1729.023864	0.191782618	4.628737466	0	0	0	1263.540113	0.140151351	2.600971907	0	0.005050478	916.4949278	31.28724496	31.28724496	0	307.6353886	12.02711651	0.078973165	1263.538382	0.015999591	6.30E-04	6.30E-04	1.00E-55	824.9249598	1112.959872	1.349164986	-266.6860721	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-40.5	0.00549052	1.09E-04	1	9.17E-52	733.8978009	1	733.8978009	1828.829227	12.214	12.2135091	1824.00766	0.202318182	4.729896557	0	0	0	1294.395805	0.143573852	2.672758833	0	0.005160854	916.4949278	31.28724496	31.28724496	0	311.8765829	12.28699417	0.081321133	1294.394008	0.015917068	6.30E-04	6.30E-04	1.00E-55	825.9781583	1114.01307	1.348719768	-264.5864096	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-40	0.005545979	1.07E-04	1	9.32E-52	737.9880029	1	737.9880029	1832.261603	12.476	12.4757457	1940.972062	0.215291825	4.83754247	0	0	0	1326.090504	0.147089415	2.746303541	0	0.005278308	916.4949278	31.28724496	31.28724496	0	316.2033202	12.5542772	0.083742656	1326.088637	0.015835283	6.30E-04	6.30E-04	1.00E-55	827.0435989	1115.078511	1.348270529	-262.4566236	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-39.5	0.005601439	1.06E-04	1	9.46E-52	742.1437861	1	742.1437861	1835.751343	12.746	12.74566169	2178.238357	0.241609305	4.958347122	0	0	0	1358.733489	0.150710161	2.821658621	0	0.00541012	916.4949278	31.28724496	31.28724496	0	320.6223605	12.82918927	0.086245423	1358.731549	0.015754245	6.30E-04	6.30E-04	1.00E-55	828.1244576	1116.159369	1.34781597	-260.2898795	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-39	0.005656899	1.04E-04	1	9.62E-52	746.2814577	1	746.2814577	1839.228357	13.022	13.02202373	1628.401003	0.180621572	5.048657908	0	0	0	1391.772762	0.154374864	2.898846053	0	0.005508659	916.4949278	31.28724496	31.28724496	0	325.1001028	13.11195947	0.088795065	1391.770757	0.015673965	6.30E-04	6.30E-04	1.00E-55	829.198821	1117.233733	1.347365318	-258.1297693	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-38.5	0.005712359	1.02E-04	1	9.77E-52	750.4488052	1	750.4488052	1842.732701	13.306	13.30584118	1528.534071	0.169544372	5.133430094	0	0	0	1425.543105	0.158120657	2.977906382	0	0.005601155	916.4949278	31.28724496	31.28724496	0	329.6564765	13.40282224	0.091413347	1425.541026	0.015594452	6.30E-04	6.30E-04	1.00E-55	830.2789728	1118.313885	1.346913412	-255.9513383	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-38	0.005767819	1.01E-04	1	9.93E-52	754.6706927	1	754.6706927	1846.285285	13.598	13.59776777	1663.157818	0.184476783	5.225668486	0	0	0	1460.236378	0.16196882	3.058890792	0	0.005701797	916.4949278	31.28724496	31.28724496	0	334.3031166	13.70201723	0.094113245	1460.234218	0.015515714	6.30E-04	6.30E-04	1.00E-55	831.3711826	1119.406094	1.346457657	-253.7415081	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-37.5	0.005823278	9.91E-05	1	1.01E-51	758.9764332	1	758.9764332	1849.910814	13.899	13.89857213	2074.665428	0.230121039	5.340729005	0	0	0	1496.088151	0.165945484	3.141863534	0	0.005827342	916.4949278	31.28724496	31.28724496	0	339.0547212	14.00978923	0.096910802	1496.085905	0.015437762	6.30E-04	6.30E-04	1.00E-55	832.4828112	1120.517723	1.345995026	-251.4847982	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-37	0.005878738	9.75E-05	1	1.03E-51	763.32057	1	763.32057	1853.571189	14.208	14.20767142	2057.237514	0.228187941	5.454822976	0	0	0	1532.797957	0.170017321	3.226872195	0	0.005951831	916.4949278	31.28724496	31.28724496	0	343.8924037	14.32638792	0.099787455	1532.795627	0.015360605	6.30E-04	6.30E-04	1.00E-55	833.601905	1121.636817	1.345530534	-249.2049116	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-36.5	0.005934198	9.59E-05	1	1.04E-51	767.7842151	1	767.7842151	1857.334699	14.527	14.52682774	2808.274974	0.311492709	5.61056933	0	0	0	1570.991774	0.174253763	3.313999076	0	0.006121768	916.4949278	31.28724496	31.28724496	0	348.8557736	14.65206772	0.102784847	1570.989345	0.01528425	6.30E-04	6.30E-04	1.00E-55	834.7491005	1122.784012	1.345055672	-246.8591181	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-36	0.005989658	9.43E-05	1	1.06E-51	772.2035745	1	772.2035745	1861.063626	14.853	14.85319853	2008.818577	0.222817333	5.721977997	0	0	0	1609.471842	0.178521957	3.403260055	0	0.006243328	916.4949278	31.28724496	31.28724496	0	353.8680546	14.98708748	0.105825507	1609.469336	0.015208709	6.30E-04	6.30E-04	1.00E-55	835.8821118	1123.917024	1.34458796	-244.5334239	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-35.5	0.006045118	9.28E-05	1	1.08E-51	776.6528313	1	776.6528313	1864.820375	15.188	15.18839186	1915.663526	0.212484613	5.828220303	0	0	0	1648.800001	0.18288422	3.494702165	0	0.00635925	916.4949278	31.28724496	31.28724496	0	358.964194	15.33171021	0.108946649	1648.797403	0.015133989	6.30E-04	6.30E-04	1.00E-55	837.0198531	1125.054765	1.34411957	-242.1888137	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-35	0.006100577	9.13E-05	1	1.10E-51	781.1682231	1	781.1682231	1868.635518	15.533	15.53335889	2169.262038	0.240613656	5.948527131	0	0	0	1689.277284	0.187373944	3.588389136	0	0.006490518	916.4949278	31.28724496	31.28724496	0	364.1631465	15.6862027	0.112168885	1689.274587	0.0150601	6.30E-04	6.30E-04	1.00E-55	838.1713776	1126.206289	1.3436468	-239.8060963	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-34.5	0.006156037	8.97E-05	1	1.11E-51	785.6669222	1	785.6669222	1872.439279	15.887	15.88669484	1637.87875	0.181672839	6.039363551	0	0	0	1730.269355	0.191920767	3.68434952	0	0.006589631	916.4949278	31.28724496	31.28724496	0	369.4224995	16.05083506	0.115450783	1730.266568	0.014987049	6.30E-04	6.30E-04	1.00E-55	839.3153968	1127.350309	1.343178396	-237.4289344	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-34	0.006211497	8.82E-05	1	1.13E-51	790.2085144	1	790.2085144	1876.2819	16.25	16.24981399	1677.945487	0.186117025	6.132422063	0	0	0	1772.258162	0.196578149	3.782638594	0	0.006691169	916.4949278	31.28724496	31.28724496	0	374.7727974	16.42588028	0.118824906	1772.255273	0.014914847	6.30E-04	6.30E-04	1.00E-55	840.4669233	1128.501835	1.342708206	-235.0258232	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-33.5	0.006266957	8.68E-05	1	1.15E-51	794.7859675	1	794.7859675	1880.157488	16.623	16.62282105	1655.007193	0.183572719	6.224208423	0	0	0	1815.205453	0.201341845	3.883309517	0	0.006791318	916.4949278	31.28724496	31.28724496	0	380.2105167	16.81161362	0.122289377	1815.20246	0.014843501	6.30E-04	6.30E-04	1.00E-55	841.623976	1129.658888	1.342237056	-232.6004081	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-33	0.006322417	8.53E-05	1	1.17E-51	799.4310494	1	799.4310494	1884.092925	17.007	17.00663841	1940.176913	0.215203628	6.331810237	0	0	0	1859.397432	0.206243601	3.986431317	0	0.006908724	916.4949278	31.28724496	31.28724496	0	385.7539471	17.20831198	0.125864203	1859.394325	0.01477302	6.30E-04	6.30E-04	1.00E-55	842.794355	1130.829267	1.341761795	-230.1357535	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-32.5	0.006377876	8.39E-05	1	1.19E-51	804.2012194	1	804.2012194	1888.136883	17.403	17.4027925	2779.996893	0.308356115	6.485988295	0	0	0	1905.362227	0.211341997	4.092102316	0	0.007076949	916.4949278	31.28724496	31.28724496	0	391.4384697	17.61625315	0.129586183	1905.358992	0.014703412	6.30E-04	6.30E-04	1.00E-55	843.9921907	1132.027102	1.34127675	-227.6011692	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-32	0.006433336	8.24E-05	1	1.21E-51	809.011743	1	809.011743	1892.217838	17.81	17.80976795	2813.730025	0.312097781	6.642037185	0	0	0	1952.415643	0.216561143	4.200382887	0	0.007247217	916.4949278	31.28724496	31.28724496	0	397.2167959	18.03571499	0.133409925	1952.412292	0.014634685	6.30E-04	6.30E-04	1.00E-55	845.1958838	1133.230796	1.340790718	-225.0415043	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-31.5	0.006488796	8.10E-05	1	1.23E-51	813.8221713	1	813.8221713	1896.301578	18.227	18.22691627	2466.261217	0.273556683	6.778815526	0	0	0	2000.21535	0.221863066	4.31131442	0	0.007396457	916.4949278	31.28724496	31.28724496	0	403.0637369	18.46697448	0.137312598	2000.211888	0.014566849	6.30E-04	6.30E-04	1.00E-55	846.395155	1134.430067	1.340307846	-222.478249	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-31	0.006544256	7.96E-05	1	1.26E-51	818.634987	1	818.634987	1900.390173	18.655	18.6545039	2150.423688	0.238524114	6.898077583	0	0	0	2048.783105	0.227250182	4.424939511	0	0.007526586	916.4949278	31.28724496	31.28724496	0	408.978732	18.91030668	0.141296012	2048.779529	0.014499911	6.30E-04	6.30E-04	1.00E-55	847.5905214	1135.625433	1.339827906	-219.910091	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-30.5	0.006599716	7.83E-05	1	1.28E-51	823.4946205	1	823.4946205	1904.521264	19.094	19.09377089	2270.522078	0.251845378	7.024000272	0	0	0	2098.53243	0.232768357	4.541323689	0	0.007663982	916.4949278	31.28724496	31.28724496	0	414.9888579	19.36598357	0.145389114	2098.528727	0.014433878	6.30E-04	6.30E-04	1.00E-55	848.7928549	1136.827767	1.339346532	-217.3132803	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-30	0.006655175	7.69E-05	1	1.30E-51	828.3536219	1	828.3536219	1908.654644	19.544	19.54385813	1942.76028	0.215490174	7.131745359	0	0	0	2149.034177	0.23836999	4.660508684	0	0.007781544	916.4949278	31.28724496	31.28724496	0	421.061852	19.83427272	0.149562695	2149.030356	0.014368759	6.30E-04	6.30E-04	1.00E-55	849.9902609	1138.025173	1.338868485	-214.7131344	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-29.5	0.006710635	7.56E-05	1	1.32E-51	833.2771677	1	833.2771677	1912.845599	20.007	20.00652914	2254.068973	0.250020406	7.256755562	0	0	0	2200.916381	0.244124742	4.782571055	0	0.007917944	916.4949278	31.28724496	31.28724496	0	427.2403927	20.31543587	0.153860873	2200.912423	0.014304562	6.30E-04	6.30E-04	1.00E-55	851.1986223	1139.233534	1.338387427	-212.0747182	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-29	0.006766095	7.43E-05	1	1.35E-51	838.2953832	1	838.2953832	1917.119784	20.483	20.48279561	2867.335251	0.31804365	7.415777387	0	0	0	2254.51018	0.250069345	4.907605728	0	0.008091455	916.4949278	31.28724496	31.28724496	0	433.5469423	20.80972736	0.158307664	2254.506075	0.014241295	6.30E-04	6.30E-04	1.00E-55	852.4250095	1140.459921	1.337900588	-209.3817219	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-28.5	0.006821555	7.30E-05	1	1.37E-51	843.3158944	1	843.3158944	1921.398803	20.971	20.97067131	2598.882614	0.288266994	7.559910884	0	0	0	2308.932559	0.256105853	5.035658654	0	0.008248721	916.4949278	31.28724496	31.28724496	0	439.9157949	21.31739232	0.162841824	2308.928327	0.014178964	6.30E-04	6.30E-04	1.00E-55	853.6466209	1141.681533	1.337417035	-206.6836222	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-28	0.006877015	7.17E-05	1	1.39E-51	848.3576034	1	848.3576034	1925.698697	21.471	21.47081942	2527.023725	0.280296435	7.700059102	0	0	0	2364.373561	0.262255346	5.166786327	0	0.008401639	916.4949278	31.28724496	31.28724496	0	446.3581601	21.83866482	0.167476976	2364.369194	0.014117578	6.30E-04	6.30E-04	1.00E-55	854.8679498	1142.902862	1.336934976	-203.9702507	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-27.5	0.006932474	7.04E-05	1	1.42E-51	853.3980833	1	853.3980833	1930.000375	21.983	21.9828627	2252.125808	0.249804871	7.824961537	0	0	0	2420.601899	0.26849217	5.301032412	0	0.008537921	916.4949278	31.28724496	31.28724496	0	452.854263	22.37376574	0.172196966	2420.597401	0.014057143	6.30E-04	6.30E-04	1.00E-55	856.0834701	1144.118382	1.336456574	-201.2536715	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-27	0.006987934	6.92E-05	1	1.44E-51	858.4652337	1	858.4652337	1934.32755	22.508	22.5076917	2264.139658	0.251137442	7.950530259	0	0	0	2477.907843	0.274848522	5.438456673	0	0.008674931	916.4949278	31.28724496	31.28724496	0	459.4227232	22.9229005	0.177022574	2477.903205	0.013997668	6.30E-04	6.30E-04	1.00E-55	857.2998141	1145.334726	1.335979207	-198.5188365	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
-26.5	0.007043394	6.80E-05	1	1.47E-51	863.5222012	1	863.5222012	1938.648827	23.045	23.04450782	1934.59527	0.214584514	8.057822516	0	0	0	2535.892359	0.281280141	5.579096743	0	0.008791999	916.4949278	31.28724496	31.28724496	0	466.0307179	23.48625655	0.181925437	2535.88759	0.013939159	6.30E-04	6.30E-04	1.00E-55	858.5080622	1146.542974	1.335506356	-195.7856351	9222172.007	9222360.93	1.000020486	-1.79E-48	0.17795142	0.047991615	0.018142355	0.755527157	9.62E-10	6.67E-07	9.37E-14	5.40E-08	2.79E-05	2.42E-06	3.56E-04	0	0	1	0	0	0	0	0	0	0	0	0	0	 
