Kurbelwinkel-LW [°KW]	Brennraumvolumen-LW [m3]	LWAideal [Pa]	LWArealGemittelt [Pa]	LWA[Pa]
197.59999999999997	 4.8345610873998983E-4	 100228.4056512204	 100289.45421389771	 100289.45421389771	 
197.7	 4.833739833897295E-4	 100228.24061689546	 100290.90617688162	 100290.90617688162	 
197.8	 4.832913674548861E-4	 100227.65324847441	 100292.17361439101	 100292.17361439101	 
197.90000000000003	 4.8320826090892207E-4	 100229.13636060257	 100293.41020405151	 100293.41020405151	 
198.0	 4.8312466372535314E-4	 100231.37347730737	 100294.82448461719	 100294.82448461719	 
198.10000000000002	 4.830405758777506E-4	 100235.94258485883	 100296.62305665585	 100296.62305665585	 
198.20000000000005	 4.8295599733974424E-4	 100240.57796243322	 100298.92959862816	 100298.92959862816	 
198.3	 4.8287092808502484E-4	 100245.03732170093	 100301.66607866765	 100301.66607866765	 
198.39999999999998	 4.827853680873464E-4	 100248.76025076275	 100304.69872072407	 100304.69872072407	 
198.5	 4.826993173205296E-4	 100250.7675276506	 100307.7884808316	 100307.7884808316	 
198.60000000000002	 4.826127757584637E-4	 100253.4318297101	 100310.84894111105	 100310.84894111105	 
198.7	 4.825257433751095E-4	 100257.26496472154	 100314.02849611732	 100314.02849611732	 
198.8	 4.824382201445016E-4	 100260.31727593436	 100317.33464289027	 100317.33464289027	 
198.90000000000003	 4.8235020604075226E-4	 100265.5831340579	 100320.86772790614	 100320.86772790614	 
199.0	 4.8226170103805237E-4	 100272.17077707853	 100324.87444208114	 100324.87444208114	 
199.10000000000002	 4.821727051106756E-4	 100279.12528508769	 100329.4219163153	 100329.4219163153	 
199.2	 4.820832182329806E-4	 100286.04102879476	 100334.45741187257	 100334.45741187257	 
199.3	 4.819932403794135E-4	 100292.33768783369	 100339.84853612226	 100339.84853612226	 
199.40000000000003	 4.8190277152451066E-4	 100298.81201277649	 100345.50206993811	 100345.50206993811	 
199.5	 4.818118116429028E-4	 100306.8148045385	 100351.52765644896	 100351.52765644896	 
199.60000000000002	 4.8172036070931543E-4	 100313.1599761632	 100357.84257338304	 100357.84257338304	 
199.7	 4.8162841869857354E-4	 100319.66404938973	 100364.26919320202	 100364.26919320202	 
199.8	 4.815359855856038E-4	 100325.81260774215	 100370.76866813647	 100370.76866813647	 
199.89999999999998	 4.8144306134543705E-4	 100330.97205854306	 100377.20694680691	 100377.20694680691	 
200.0	 4.813496459532119E-4	 100335.03434687259	 100383.41281913042	 100383.41281913042	 
200.10000000000002	 4.812557393841767E-4	 100341.33219584284	 100389.53754098908	 100389.53754098908	 
200.20000000000005	 4.811613416136932E-4	 100345.74130339432	 100395.61508668798	 100395.61508668798	 
200.3	 4.8106645261723936E-4	 100351.9399303966	 100401.6552800508	 100401.6552800508	 
200.39999999999998	 4.809710723704115E-4	 100358.94423245608	 100407.88494331118	 100407.88494331118	 
200.5	 4.80875200848928E-4	 100365.44793954991	 100414.2947653242	 100414.2947653242	 
200.60000000000002	 4.80778838028632E-4	 100373.58812261629	 100420.95936675064	 100420.95936675064	 
200.7	 4.8068198388549445E-4	 100382.97530797095	 100428.09034081068	 100428.09034081068	 
200.8	 4.8058463839561664E-4	 100393.6080310831	 100435.83870702145	 100435.83870702145	 
200.90000000000003	 4.8048680153523393E-4	 100404.6013033943	 100444.25232292649	 100444.25232292649	 
201.0	 4.8038847328071816E-4	 100415.49063977877	 100453.24394353342	 100453.24394353342	 
201.09999999999997	 4.802896536085805E-4	 100428.53887776502	 100462.92762984993	 100462.92762984993	 
201.2	 4.801903424954753E-4	 100441.47247044239	 100473.38426724024	 100473.38426724024	 
201.3	 4.8009053991820245E-4	 100453.1942095728	 100484.32759010757	 100484.32759010757	 
201.40000000000003	 4.799902458537105E-4	 100464.62647501902	 100495.50285752496	 100495.50285752496	 
201.5	 4.7988946027910015E-4	 100474.25622330277	 100506.62912181602	 100506.62912181602	 
201.60000000000002	 4.7978818317162656E-4	 100482.51658943552	 100517.38591124685	 100517.38591124685	 
201.70000000000005	 4.7968641450870346E-4	 100491.8790150648	 100527.8411965084	 100527.8411965084	 
201.8	 4.795841542679054E-4	 100500.27832856594	 100538.06997967491	 100538.06997967491	 
201.89999999999998	 4.7948140242697144E-4	 100510.73965579705	 100548.24209021725	 100548.24209021725	 
202.0	 4.793781589638077E-4	 100521.89141781078	 100558.63997953552	 100558.63997953552	 
202.10000000000002	 4.7927442385649127E-4	 100533.05041094581	 100569.28719105988	 100569.28719105988	 
202.2	 4.7917019708327294E-4	 100545.12079996183	 100580.23227942894	 100580.23227942894	 
202.3	 4.7906547862258024E-4	 100558.36180682684	 100591.63467549162	 100591.63467549162	 
202.40000000000003	 4.7896026845302116E-4	 100571.53452993894	 100603.5169560339	 100603.5169560339	 
202.5	 4.788545665533869E-4	 100585.6565894355	 100615.88481093069	 100615.88481093069	 
202.60000000000002	 4.787483729026551E-4	 100598.91503337144	 100628.63940799948	 100628.63940799948	 
202.7	 4.7864168747999386E-4	 100609.43306540805	 100641.2875132354	 100641.2875132354	 
202.8	 4.785345102647635E-4	 100619.74295099157	 100653.54551616953	 100653.54551616953	 
202.90000000000003	 4.784268412365214E-4	 100630.18761918377	 100665.50105309553	 100665.50105309553	 
203.0	 4.7831868037502486E-4	 100639.00226449271	 100677.06382752841	 100677.06382752841	 
203.10000000000002	 4.782100276602331E-4	 100647.40464435543	 100688.12369453166	 100688.12369453166	 
203.2	 4.7810088307231316E-4	 100656.05155511058	 100698.78110298245	 100698.78110298245	 
203.3	 4.7799124659164027E-4	 100665.7813033943	 100709.25415450745	 100709.25415450743	 
203.39999999999998	 4.778811181988038E-4	 100676.09530797099	 100719.73878259912	 100719.7387825991	 
203.5	 4.7777049787460886E-4	 100686.61274504192	 100730.30712315982	 100730.3071231598	 
203.60000000000002	 4.7765938560008047E-4	 100697.66684115176	 100741.01540973912	 100741.0154097391	 
203.70000000000005	 4.775477813564669E-4	 100706.64377479021	 100751.68020689559	 100751.68020689557	 
203.8	 4.7743568512524333E-4	 100715.13983886343	 100762.07371590356	 100762.07371590356	 
203.89999999999998	 4.7732309688811394E-4	 100724.53956426389	 100772.29517228076	 100772.29517228076	 
204.0	 4.772100166270174E-4	 100733.13306540804	 100782.38283111314	 100782.38283111314	 
204.10000000000002	 4.770964443241286E-4	 100744.80816838286	 100792.58429612214	 100792.58429612214	 
204.2	 4.769823799618632E-4	 100756.64505625473	 100803.17121624494	 100803.17121624494	 
204.3	 4.7686782352288044E-4	 100767.7265665522	 100814.01574040853	 100814.01574040853	 
204.40000000000003	 4.76752774990087E-4	 100779.0789235316	 100825.0279877729	 100825.0279877729	 
204.5	 4.7663723434664053E-4	 100791.47690980164	 100836.30496185085	 100836.30496185085	 
204.59999999999997	 4.7652120157595296E-4	 100805.52478165519	 100848.06143888993	 100848.06143888993	 
204.7	 4.7640467666169395E-4	 100820.14231025928	 100860.42718975412	 100860.42718975412	 
204.8	 4.762876595877948E-4	 100834.13864893207	 100873.28113958534	 100873.28113958534	 
204.90000000000003	 4.7617015033845245E-4	 100849.02098302817	 100886.56431453938	 100886.56431453938	 
205.0	 4.760521488981314E-4	 100863.94935831422	 100900.28710828083	 100900.28710828083	 
205.10000000000002	 4.759336552515692E-4	 100877.92272215862	 100914.25990643617	 100914.25990643617	 
205.20000000000005	 4.7581466938377895E-4	 100890.41279080849	 100928.16888484679	 100928.16888484679	 
205.3	 4.756951912800533E-4	 100902.25713863458	 100941.80955490863	 100941.80955490863	 
205.39999999999998	 4.755752209259682E-4	 100914.15750476734	 100955.18497666811	 100955.18497666811	 
205.5	 4.7545475830738606E-4	 100927.469495614	 100968.50825363555	 100968.50825363555	 
205.60000000000002	 4.753338034104602E-4	 100940.76272215863	 100981.92683240978	 100981.92683240978	 
205.7	 4.7521235622163767E-4	 100955.58867181536	 100995.58243632477	 100995.58243632477	 
205.8	 4.750904167276635E-4	 100971.42597158653	 101009.68963176727	 101009.68963176727	 
205.90000000000003	 4.7496798491558466E-4	 100985.66729881764	 101024.08610014306	 101024.08610014306	 
206.0	 4.7484506077275315E-4	 101000.17150934399	 101038.57934481664	 101038.57934481664	 
206.10000000000002	 4.747216442868298E-4	 101013.94803108311	 101053.0958676001	 101053.0958676001	 
206.2	 4.745977354457888E-4	 101026.02725305104	 101067.37443980158	 101067.37443980158	 
206.3	 4.744733342379205E-4	 101039.94578852018	 101081.49628017747	 101081.49628017747	 
206.40000000000003	 4.7434844065183575E-4	 101052.02130339431	 101095.48181334935	 101095.48181334935	 
206.5	 4.7422305467646997E-4	 101063.78290522497	 101109.15008878843	 101109.15008878843	 
206.60000000000002	 4.7409717630108575E-4	 101075.58066266206	 101122.54418297976	 101122.54418297976	 
206.7	 4.739708055152788E-4	 101087.98825991608	 101135.78717105831	 101135.78717105831	 
206.8	 4.738439423089793E-4	 101099.6038205568	 101148.88820564785	 101148.88820564785	 
206.89999999999998	 4.737165866724579E-4	 101110.87063977876	 101161.76916055572	 101161.76916055572	 
207.0	 4.7358873859632775E-4	 101121.88835144925	 101174.41916227005	 101174.41916227005	 
207.10000000000002	 4.734603980715502E-4	 101135.38766495038	 101187.10189293811	 101187.10189293811	 
207.20000000000005	 4.733315650894373E-4	 101147.23370614031	 101199.87603133499	 101199.87603133499	 
207.3	 4.7320223964165693E-4	 101158.79622330278	 101212.54846272545	 101212.54846272545	 
207.39999999999998	 4.7307242172023534E-4	 101168.22752765061	 101224.91157415156	 101224.91157415156	 
207.5	 4.729421113175619E-4	 101176.18574275357	 101236.70504926724	 101236.70504926724	 
207.60000000000002	 4.728113084263933E-4	 101182.91457570554	 101247.80920739239	 101247.80920739239	 
207.70000000000005	 4.7268001303985734E-4	 101188.28299675818	 101258.14286620622	 101258.14286620622	 
207.8	 4.725482251514562E-4	 101192.46752765062	 101267.64938203868	 101267.64938203868	 
207.89999999999998	 4.7241594475507176E-4	 101198.20157799387	 101276.52131711898	 101276.52131711898	 
208.00000000000006	 4.7228317184496815E-4	 101204.16816838288	 101285.01033211032	 101285.01033211032	 
208.09999999999997	 4.721499064157971E-4	 101209.36482742177	 101293.13849888087	 101293.13849888087	 
208.20000000000005	 4.7201614846260106E-4	 101215.19709286798	 101300.95901285126	 101300.95901285126	 
208.3	 4.7188189798081823E-4	 101220.28757341721	 101308.51185162725	 101308.51185162725	 
208.40000000000003	 4.717471549662851E-4	 101225.51640636916	 101315.79687110859	 101315.79687110859	 
208.5	 4.716119194152424E-4	 101231.72867181538	 101322.94177402776	 101322.94177402776	 
208.59999999999997	 4.7147619132433774E-4	 101237.4374590007	 101330.00103249837	 101330.00103249837	 
208.70000000000005	 4.713399706906303E-4	 101242.56171529362	 101336.90763794568	 101336.90763794568	 
208.8	 4.712032575115952E-4	 101249.03279080853	 101343.74454230412	 101343.74454230412	 
208.90000000000003	 4.7106605178512704E-4	 101257.09585717005	 101350.73814494966	 101350.73814494966	 
209.0	 4.7092835350954484E-4	 101263.94775648357	 101357.8881976947	 101357.8881976947	 
209.10000000000008	 4.7079016268359523E-4	 101272.36963291376	 101365.2040840774	 101365.2040840774	 
209.2	 4.7065147930645796E-4	 101280.49434687257	 101372.75312369021	 101372.75312369021	 
209.29999999999995	 4.705123033777485E-4	 101289.09745900072	 101380.5173701626	 101380.5173701626	 
209.40000000000003	 4.7037263489752343E-4	 101297.10029652933	 101388.45395844484	 101388.45395844484	 
209.5	 4.702324738662845E-4	 101305.9522416094	 101396.55918198531	 101396.55918198531	 
209.60000000000002	 4.700918202849828E-4	 101314.48789378333	 101404.84581454581	 101404.84581454581	 
209.7	 4.699506741550222E-4	 101324.00771071696	 101413.34035532945	 101413.34035532945	 
209.80000000000007	 4.6980903547826536E-4	 101333.10995327991	 101422.05206265877	 101422.05206265877	 
209.90000000000003	 4.6966690425703637E-4	 101342.15924389772	 101430.91324510776	 101430.91324510776	 
210.0	 4.695242804941259E-4	 101353.3203422959	 101440.06453724984	 101440.06453724984	 
210.10000000000002	 4.6938116419279505E-4	 101366.92418668949	 101449.81928968993	 101449.81928968993	 
210.2	 4.692375553567805E-4	 101380.89393497328	 101460.31031398807	 101460.31031398807	 
210.30000000000007	 4.690934539902976E-4	 101395.83004481308	 101471.54309209844	 101471.54309209844	 
210.39999999999998	 4.68948860098046E-4	 101412.19805396641	 101483.61176444693	 101483.61176444693	 
210.50000000000006	 4.68803773685213E-4	 101428.10592581991	 101496.47092611447	 101496.47092611447	 
210.60000000000002	 4.6865819475747897E-4	 101443.80487318836	 101509.94160726774	 101509.94160726774	 
210.7	 4.6851212332102063E-4	 101458.82496472156	 101523.84448107553	 101523.84448107553	 
210.8	 4.683655593825158E-4	 101473.36812261627	 101538.00343690018	 101538.00343690018	 
210.89999999999998	 4.682185029491487E-4	 101485.49155511058	 101552.108472099	 101552.108472099	 
211.00000000000006	 4.680709540286133E-4	 101497.79814549956	 101565.97902373782	 101565.97902373782	 
211.10000000000002	 4.67922912629118E-4	 101508.68075419521	 101579.54667129989	 101579.54667129989	 
211.20000000000005	 4.677743787593908E-4	 101517.37347730735	 101592.55723206255	 101592.55723206255	 
211.3	 4.6762535242868297E-4	 101527.80125762774	 101605.08826658087	 101605.08826658087	 
211.39999999999998	 4.6747583364677327E-4	 101536.84505625474	 101617.2502579522	 101617.2502579522	 
211.50000000000006	 4.6732582242397396E-4	 101546.73398073985	 101629.07041491072	 101629.07041491072	 
211.59999999999997	 4.6717531877113423E-4	 101556.3756741037	 101640.65481524993	 101640.65481524993	 
211.70000000000005	 4.670243226996436E-4	 101567.10661231879	 101652.11459341753	 101652.11459341753	 
211.8	 4.668728342214398E-4	 101578.23187547672	 101663.58802267903	 101663.58802267903	 
211.90000000000003	 4.6672085334900984E-4	 101589.23196700987	 101675.0933845311	 101675.0933845311	 
212.0	 4.6656838009539623E-4	 101598.94171529364	 101686.50983946661	 101686.50983946661	 
212.09999999999997	 4.664154144742018E-4	 101608.4231798245	 101697.73411987597	 101697.73411987597	 
212.20000000000005	 4.662619564995931E-4	 101618.73855739887	 101708.8483405747	 101708.8483405747	 
212.3	 4.6610800618630685E-4	 101628.06221872613	 101719.85427941264	 101719.85427941264	 
212.40000000000003	 4.659535635496525E-4	 101637.4465665522	 101730.69932874096	 101730.69932874096	 
212.5	 4.657986286055184E-4	 101647.93919813118	 101741.5027175713	 101741.5027175713	 
212.60000000000008	 4.656432013703757E-4	 101657.73842009915	 101752.29948086666	 101752.29948086666	 
212.70000000000005	 4.654872818612836E-4	 101667.89128051104	 101763.0667480767	 101763.0667480767	 
212.79999999999995	 4.65330870095893E-4	 101677.18386632336	 101773.7676698179	 101773.7676698179	 
212.90000000000003	 4.6517396609245206E-4	 101685.90116609455	 101784.3034019736	 101784.3034019736	 
213.0	 4.6501656986981167E-4	 101696.53128051102	 101794.8076210224	 101794.8076210224	 
213.10000000000002	 4.6485868144742747E-4	 101707.83745900073	 101805.48068849366	 101805.48068849366	 
213.2	 4.647003008453679E-4	 101719.29265350873	 101816.3601272036	 101816.3601272036	 
213.30000000000007	 4.6454142808431627E-4	 101730.34972444693	 101827.39503311529	 101827.39503311529	 
213.40000000000003	 4.6438206318557754E-4	 101740.28121186113	 101838.44251660298	 101838.44251660298	 
213.5	 4.642222061710812E-4	 101750.40963291378	 101849.43214079177	 101849.43214079177	 
213.60000000000002	 4.640618570633879E-4	 101759.61430110598	 101860.3152223062	 101860.3152223062	 
213.7	 4.639010158856928E-4	 101769.43128051101	 101871.08816782599	 101871.08816782599	 
213.80000000000007	 4.637396826618308E-4	 101778.96542238745	 101881.791605051	 101881.791605051	 
213.90000000000003	 4.635778574162823E-4	 101790.65031941258	 101892.58308093763	 101892.58308093763	 
214.00000000000006	 4.634155401741766E-4	 101801.57782513343	 101903.54913217766	 101903.54913217766	 
214.10000000000002	 4.6325273096129745E-4	 101813.67192124331	 101914.69894199425	 101914.69894199425	 
214.2	 4.6308942980408823E-4	 101826.29649790234	 101926.13377727159	 101926.13377727159	 
214.3	 4.629256367296558E-4	 101840.78844298242	 101938.0000447961	 101938.0000447961	 
214.39999999999998	 4.6276135176577684E-4	 101856.00203565977	 101950.43492680082	 101950.43492680082	 
214.50000000000006	 4.62596574940901E-4	 101870.53334000759	 101963.35478145059	 101963.35478145059	 
214.60000000000002	 4.624313062841579E-4	 101887.20546815406	 101976.81155797256	 101976.81155797256	 
214.70000000000005	 4.622655458253599E-4	 101903.60427822272	 101990.87075111594	 101990.87075111594	 
214.8	 4.6209929359500854E-4	 101920.18015922957	 102005.43390849476	 102005.43390849476	 
214.89999999999998	 4.619325496242991E-4	 101936.73155511054	 102020.43434802945	 102020.43434802945	 
215.00000000000006	 4.6176531394512494E-4	 101953.1893583142	 102035.79185217016	 102035.79185217016	 
215.10000000000002	 4.6159758659008364E-4	 101967.47521643779	 102051.24967837655	 102051.24967837655	 
215.20000000000005	 4.6142936759248083E-4	 101981.53558257053	 102066.59383892095	 102066.59383892095	 
215.3	 4.61260656986336E-4	 101995.47915236458	 102081.81665260762	 102081.81665260762	 
215.40000000000003	 4.610914548063871E-4	 102008.32377479022	 102096.83566300746	 102096.83566300746	 
215.5	 4.609217610880958E-4	 102019.57031941265	 102111.46322124694	 102111.46322124694	 
215.59999999999997	 4.607515758676523E-4	 102028.409495614	 102125.44299512618	 102125.44299512618	 
215.70000000000005	 4.6058089918197994E-4	 102036.62702421812	 102138.65552088467	 102138.65552088467	 
215.8	 4.60409731068742E-4	 102044.10523932108	 102151.13197356403	 102151.13197356403	 
215.90000000000003	 4.6023807156634467E-4	 102050.38729881764	 102162.85274682197	 102162.85274682197	 
216.0	 4.600659207139433E-4	 102057.50139492747	 102173.92291498253	 102173.92291498253	 
216.10000000000008	 4.5989327855144716E-4	 102064.80670385195	 102184.52339789899	 102184.52339789899	 
216.20000000000005	 4.597201451195246E-4	 102071.85141781082	 102194.72295588005	 102194.72295588005	 
216.29999999999995	 4.595465204596088E-4	 102079.85686403503	 102204.63632623888	 102204.63632623888	 
216.40000000000003	 4.5937240461390064E-4	 102089.48075419522	 102214.49253381263	 102214.49253381263	 
216.5	 4.591977976253776E-4	 102099.93173817692	 102224.473734338	 102224.473734338	 
216.60000000000002	 4.590226995377954E-4	 102109.75951849727	 102234.57407345541	 102234.57407345541	 
216.7	 4.588471103956949E-4	 102119.68496472156	 102244.74013783158	 102244.74013783158	 
216.80000000000007	 4.5867103024440704E-4	 102130.34510202133	 102255.0289464059	 102255.0289464059	 
216.90000000000003	 4.5849445913005835E-4	 102139.37723016778	 102265.35917512121	 102265.35917512121	 
217.0	 4.583173970995748E-4	 102149.42825991607	 102275.6860844874	 102275.6860844874	 
217.10000000000002	 4.5813984420068894E-4	 102157.95004481309	 102285.96913363432	 102285.96913363432	 
217.2	 4.5796180048194343E-4	 102167.44958714719	 102296.18073833518	 102296.18073833518	 
217.30000000000007	 4.57783265992697E-4	 102175.29489607166	 102306.27944080974	 102306.27944080974	 
217.40000000000003	 4.5760424078313076E-4	 102183.29997616321	 102316.1795879966	 102316.1795879966	 
217.50000000000006	 4.574247249042509E-4	 102192.72285945839	 102326.02388815691	 102326.02388815691	 
217.60000000000002	 4.5724471840789626E-4	 102202.83233314262	 102335.96735990341	 102335.96735990341	 
217.7	 4.5706422134674267E-4	 102213.86597158654	 102346.11023247604	 102346.11023247604	 
217.8	 4.568832337743083E-4	 102223.43503337144	 102356.38212766589	 102356.38212766589	 
217.89999999999998	 4.5670175574495935E-4	 102233.83892353161	 102366.72452590887	 102366.72452590887	 
218.00000000000006	 4.5651978731391454E-4	 102243.15434687256	 102377.10614951472	 102377.10614951472	 
218.10000000000002	 4.563373285372514E-4	 102249.63315694121	 102387.24236759274	 102387.24236759274	 
218.20000000000005	 4.561543794719107E-4	 102255.39150934396	 102396.92587354848	 102396.92587354848	 
218.3	 4.5597094017570285E-4	 102260.43031941261	 102406.1260528625	 102406.1260528625	 
218.39999999999998	 4.557870107073122E-4	 102264.91842009914	 102414.82921971117	 102414.82921971117	 
218.50000000000006	 4.5560259112630247E-4	 102268.50615465292	 102423.01112042865	 102423.01112042865	 
218.60000000000002	 4.5541768149312377E-4	 102273.23114321126	 102430.76644568975	 102430.76644568975	 
218.70000000000005	 4.552322818691158E-4	 102278.47439263918	 102438.26379622449	 102438.26379622449	 
218.8	 4.5504639231651426E-4	 102284.52674961858	 102445.62615669507	 102445.62615669507	 
218.90000000000003	 4.548600128984566E-4	 102291.237092868	 102452.96741339717	 102452.96741339717	 
219.0	 4.5467314367898657E-4	 102297.99182971011	 102460.33537653623	 102460.33537653623	 
219.09999999999997	 4.5448578472306075E-4	 102304.96299675816	 102467.7439033178	 102467.7439033178	 
219.20000000000005	 4.542979360965526E-4	 102311.78079996182	 102475.192057188	 102475.192057188	 
219.3	 4.541095978662595E-4	 102317.4661546529	 102482.59033761297	 102482.59033761297	 
219.40000000000003	 4.539207700999066E-4	 102323.95974733023	 102489.92736405772	 102489.92736405772	 
219.5	 4.53731452866154E-4	 102327.44404938973	 102497.06377594334	 102497.06377594334	 
219.60000000000008	 4.5354164623460024E-4	 102331.46098302817	 102503.87302858048	 102503.87302858048	 
219.70000000000005	 4.5335135027579015E-4	 102334.48958714718	 102510.36867832507	 102510.36867832507	 
219.8	 4.5316056506121817E-4	 102338.02638348583	 102516.56477824172	 102516.56477824172	 
219.90000000000003	 4.5296929066333493E-4	 102341.48043382907	 102522.52725599484	 102522.52725599484	 
220.0	 4.5277752715555295E-4	 102344.40066266207	 102528.24788728646	 102528.24788728646	 
220.10000000000002	 4.5258527461225164E-4	 102349.32057112888	 102533.85272158442	 102533.85272158442	 
220.2	 4.5239253310878317E-4	 102354.42990751332	 102539.48999845002	 102539.48999845002	 
220.30000000000007	 4.521993027214776E-4	 102357.86885488174	 102545.06146560445	 102545.06146560445	 
220.40000000000003	 4.5200558352764976E-4	 102361.4048274218	 102550.48081258993	 102550.48081258993	 
220.5	 4.5181137560560254E-4	 102366.65361460714	 102555.88106149079	 102555.88106149079	 
220.60000000000002	 4.516166790346345E-4	 102370.67366037372	 102561.2905574091	 102561.2905574091	 
220.7	 4.514214938950448E-4	 102375.43860316546	 102566.68114194802	 102566.68114194802	 
220.80000000000007	 4.5122582026813806E-4	 102379.83938119753	 102572.07716655976	 102572.07716655976	 
220.90000000000003	 4.5102965823623167E-4	 102384.833294241	 102577.493362113	 102577.493362113	 
221.00000000000006	 4.508330078826597E-4	 102391.94523932111	 102583.09583056683	 102583.09583056683	 
221.10000000000002	 4.506358692917794E-4	 102398.17677250189	 102588.93416251216	 102588.93416251216	 
221.2	 4.504382425489766E-4	 102404.8847358886	 102594.95761889507	 102594.95761889507	 
221.3	 4.5024012774067153E-4	 102412.69031941262	 102601.24293275809	 102601.24293275809	 
221.39999999999998	 4.500415249543242E-4	 102419.99517067122	 102607.79325022899	 102607.79325022899	 
221.50000000000006	 4.4984243427844046E-4	 102427.44098302818	 102614.55475138548	 102614.55475138548	 
221.60000000000002	 4.496428558025775E-4	 102435.0995184973	 102621.52374401978	 102621.52374401978	 
221.70000000000005	 4.494427896173494E-4	 102440.95558257053	 102628.57212079398	 102628.57212079398	 
221.8	 4.4924223581443296E-4	 102448.31791666664	 102635.67606804789	 102635.67606804789	 
221.89999999999998	 4.490411944865731E-4	 102452.7552164378	 102642.73378853845	 102642.73378853845	 
222.00000000000006	 4.488396657275892E-4	 102458.09301964146	 102649.6303140032	 102649.6303140032	 
222.10000000000002	 4.486376496323803E-4	 102461.11311117464	 102656.29449468791	 102656.29449468791	 
222.20000000000005	 4.4843514629693123E-4	 102463.30162376046	 102662.56475142541	 102662.56475142541	 
222.3	 4.48232155818318E-4	 102465.74496472155	 102668.45896645111	 102668.45896645111	 
222.40000000000003	 4.4802867829471315E-4	 102467.61791666661	 102674.00586283147	 102674.00586283147	 
222.5	 4.478247138253928E-4	 102468.3394727307	 102679.14598112665	 102679.14598112665	 
222.59999999999997	 4.4762026251074136E-4	 102468.4504109458	 102683.82728158453	 102683.82728158453	 
222.70000000000005	 4.4741532445225716E-4	 102470.31086861172	 102688.17833108424	 102688.17833108424	 
222.8	 4.4720989975255936E-4	 102472.19878623185	 102692.34278390139	 102692.34278390139	 
222.90000000000003	 4.470039885153925E-4	 102474.96052536229	 102696.39730315219	 102696.39730315219	 
223.0	 4.4679759084563324E-4	 102476.85530797098	 102700.35353950718	 102700.35353950718	 
223.10000000000008	 4.4659070684929493E-4	 102478.62052536229	 102704.16611709472	 102704.16611709472	 
223.20000000000005	 4.463833366335355E-4	 102480.55878623185	 102707.85615369341	 102707.85615369341	 
223.3	 4.4617548030666097E-4	 102480.9413949275	 102711.35719084112	 102711.35719084112	 
223.40000000000003	 4.459671379781328E-4	 102480.39878623186	 102714.54988045273	 102714.54988045273	 
223.5	 4.45758309758573E-4	 102478.99356884055	 102717.36952426529	 102717.36952426529	 
223.60000000000002	 4.455489957597703E-4	 102476.88574275358	 102719.77279422805	 102719.77279422805	 
223.7	 4.453391960946864E-4	 102473.66748188403	 102721.70767108399	 102721.70767108399	 
223.80000000000007	 4.451289108774604E-4	 102471.2900905797	 102723.21761127944	 102723.21761127944	 
223.90000000000003	 4.4491814022341674E-4	 102470.33878623186	 102724.47949802178	 102724.47949802178	 
224.0	 4.4470688424906916E-4	 102468.70226449272	 102725.56086043983	 102725.56086043983	 
224.10000000000002	 4.4449514307212743E-4	 102466.61521643781	 102726.42008590778	 102726.42008590778	 
224.2	 4.4428291681150356E-4	 102466.60084572843	 102727.17429658164	 102727.17429658164	 
224.30000000000007	 4.44070205587317E-4	 102466.20217295954	 102727.92538508573	 102727.92538508573	 
224.40000000000003	 4.4385700952090146E-4	 102465.21933543094	 102728.62045162372	 102728.62045162372	 
224.50000000000006	 4.4364332873480914E-4	 102465.0399303966	 102729.279232249	 102729.279232249	 
224.60000000000002	 4.434291633528186E-4	 102464.88153222727	 102729.95005748996	 102729.95005748996	 
224.7	 4.4321451349993944E-4	 102464.02551392061	 102730.59391701994	 102730.59391701994	 
224.8	 4.429993793024187E-4	 102461.77512490458	 102731.09908157433	 102731.09908157433	 
224.89999999999998	 4.4278376088774694E-4	 102459.67443840575	 102731.41509558196	 102731.41509558196	 
225.00000000000006	 4.425676583846629E-4	 102457.11860316547	 102731.54609395024	 102731.54609395024	 
225.10000000000002	 4.423510719231622E-4	 102454.23366037369	 102731.47064297703	 102731.47064297703	 
225.20000000000005	 4.4213400163450016E-4	 102450.52679538514	 102731.15058680336	 102731.15058680336	 
225.3	 4.4191644765119957E-4	 102447.76615465288	 102730.62262402488	 102730.62262402488	 
225.39999999999998	 4.416984101070566E-4	 102444.92588005337	 102729.95499313339	 102729.95499313339	 
225.50000000000006	 4.4147988913714563E-4	 102443.33201277646	 102729.22637904764	 102729.22637904764	 
225.60000000000002	 4.4126088487782717E-4	 102441.56926678102	 102728.49930003492	 102728.49930003492	 
225.70000000000005	 4.4104139746675177E-4	 102439.94345442405	 102727.77222942132	 102727.77222942132	 
225.8	 4.4082142704286747E-4	 102438.99077707852	 102727.08876129154	 102727.08876129154	 
225.90000000000003	 4.406009737464246E-4	 102436.61320270781	 102726.40227078993	 102726.40227078993	 
226.0	 4.403800377189836E-4	 102435.47306540802	 102725.70578832559	 102725.70578832559	 
226.09999999999997	 4.40158619103419E-4	 102433.48148646067	 102725.01882626656	 102725.01882626656	 
226.20000000000005	 4.399367180439258E-4	 102428.88409515633	 102724.15575143152	 102724.15575143152	 
226.3	 4.3971433468602793E-4	 102424.06848874899	 102722.98937961369	 102722.98937961369	 
226.40000000000003	 4.394914691765802E-4	 102418.26212719295	 102721.4891409568	 102721.4891409568	 
226.5	 4.392681216637781E-4	 102410.52761918379	 102719.53912999542	 102719.53912999542	 
226.60000000000008	 4.3904429229716085E-4	 102402.01182971011	 102717.0503631386	 102717.0503631386	 
